date,KBFI,KSEA,KRNT
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0.01,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0.01,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
2.01507E+11,0,0,0
